date,temperature,humidity,light,co2,humidity_ratio,occupancy,predictions
2015-02-03 13:00:00,23.1,26.0,656.0,992.5,0.0045455918821767785,1,0
2015-02-03 13:01:00,23.1,26.0,660.0,995.666666666667,0.0045455918821767785,1,0
2015-02-03 13:02:00,23.1,26.0,655.0,994.0,0.0045455918821767785,1,0
2015-02-03 13:04:00,23.18,26.0,655.0,993.4,0.0045677955505451714,1,0
2015-02-03 13:05:00,23.2,26.0,650.0,998.5,0.00457336138571879,1,0
2015-02-03 13:06:00,23.2,26.0,651.666666666667,997.25,0.00457336138571879,1,0
2015-02-03 13:10:00,23.26,25.856666666666694,338.33333333333303,997.333333333333,0.00456460471615985,0,1
2015-02-03 13:34:00,23.2,25.792,627.6,919.8,0.0045365076510456796,0,1
2015-02-03 13:35:00,23.2,25.65,638.0,938.25,0.00451135037989764,0,1
2015-02-03 13:36:00,23.2,25.533333333333307,634.0,922.166666666667,0.00449068277214917,0,1
2015-02-03 13:37:00,23.2,25.5,629.0,899.0,0.00448477799181549,0,1
2015-02-03 13:38:00,23.2,25.516666666666694,557.666666666667,895.333333333333,0.00448773036806887,0,1
2015-02-03 14:07:00,23.29,26.16,561.0,911.166666666667,0.00462699056302192,1,0
2015-02-03 14:10:00,23.29,26.059166666666695,558.3,921.4,0.004609023741299761,1,0
2015-02-03 14:11:00,23.29,26.228333333333307,555.6,929.8,0.0046391670114012,1,0
2015-02-04 07:38:00,20.39,23.7,311.75,474.75,0.0035051854492393697,1,0
2015-02-04 07:39:00,20.4175,23.7225,426.0,473.5,0.00351452874724351,1,0
2015-02-04 07:40:00,20.4725,23.7675,433.0,473.75,0.00353327712377474,1,0
2015-02-04 07:48:00,20.6,24.0833333333333,413.0,507.333333333333,0.0036089358446416094,0,1
2015-02-04 07:49:00,20.6,24.1,414.6,514.6,0.00361144787924265,0,1
2015-02-04 07:50:00,20.6,24.175,407.5,522.25,0.0036227522845972,0,1
2015-02-04 07:51:00,20.6,24.2,406.6,525.6,0.00362652051049971,0,1
2015-02-04 07:52:00,20.6,24.2,399.5,528.0,0.00362652051049971,0,1
2015-02-04 08:33:00,20.956,25.39,444.0,717.8,0.0038908161412973398,0,1
2015-02-04 08:34:00,21.0,25.39,444.0,720.75,0.00390142139093685,0,1
2015-02-04 08:35:00,21.0,25.412,444.0,721.4,0.0039048231280972203,0,1
2015-02-04 08:36:00,21.0,25.39,444.0,718.0,0.00390142139093685,0,1
2015-02-04 08:37:00,21.0,25.356666666666694,444.0,715.5,0.00389626731417885,0,1
2015-02-04 08:38:00,21.0,25.29,447.2,713.0,0.0038859594153106396,0,1
2015-02-04 08:39:00,21.0,25.29,456.8,714.8,0.0038859594153106396,0,1
2015-02-04 08:57:00,21.215,25.2916666666667,462.333333333333,773.833333333333,0.00393820096624668,0,1
2015-02-04 08:58:00,21.2,25.29,464.0,777.75,0.00393429347565304,0,1
2015-02-04 09:28:00,22.2,26.0,608.25,946.0,0.00430227872763771,0,1
2015-02-04 09:29:00,22.29,25.963333333333306,606.666666666667,950.333333333333,0.00431993869567135,0,1
